东北农业大学,20
中国古生物学会孢粉学分会八届一次学术年会论文摘要集,1
东北农业大学学报,4
动物营养学报,35
农村百事通,25
水禽世界,123
乡村科技,22
中国畜禽种业,37
农家之友,34
农村新技术,20
农村.农业.农民(B版),4
中国禽业导刊,42
婚育与健康,1
中国海洋大学,5
中华医学会第八次全国男科学学术会议论文集,1
技术与市场,3
湖南农业,20
农村.农业.农民,7
广州中医药大学,2
农民致富之友,23
农村实用技术与信息,11
农村实用科技信息,17
农业知识,28
吉林农业,10
禽业科技,15
北京农业,6
四川畜牧兽医,41
动物医学进展,4
家禽,26
中国生物制品学杂志,2
黑龙江八一农垦大学,2
山西农业科学,3
黑龙江畜牧兽医,37
江西农业大学学报,7
养禽与禽病防治,122
中国家禽,109
江西农业大学,4
家畜生态学报,18
湖北农业科学,9
华中农业大学,23
精细化工信息,4
福建畜牧兽医,56
福建省畜牧兽医学会第七次会员代表大会暨学术研讨会论文集,1
激光生物学报,1
生命科学研究,3
湖南农业大学,16
南京农业大学,29
中国男科学杂志,1
华东师范大学,2
西北农林科技大学,18
应用激光,1
福建师范大学学报(自然科学版),4
福建农业科技,15
中国果树,1
养殖技术顾问,43
农村实用技术,4
福建农林大学,35
农家致富,24
畜牧兽医杂志,5
适用技术之窗,2
农村养殖技术,64
新农村,25
中国兽医杂志,13
饲料研究,30
中国农业科学,8
广西大学,3
萍乡市湘东区人民医院,1
中国公共卫生,1
家庭医学,1
实用妇科与产科杂志,1
父母必读,1
山东畜牧兽医,17
中国畜牧业,5
中国畜牧杂志,42
浙江畜牧兽医,27
福建省农业科学院畜牧兽医研究所;南靖品原养殖有限公司;漳州昌龙农牧有限公司,1
特种经济动植物,3
新疆畜牧业,3
水产科技情报,4
家禽科学,16
中国农业大学,3
华南农业大学,12
潍坊学院,2
扬州大学,19
广西玉林市银源农牧科技有限公司,2
中国畜牧兽医文摘,18
江苏农业科学,10
湖北省农业科学院畜牧兽医研究所;湖北离湖禽蛋有限公司,1
海南省农业科学院畜牧兽医研究所,3
现代畜牧科技,11
养殖与饲料,16
广东海洋大学,6
河北渔业,5
江西饲料,12
吉林省水产科学研究院,6
上海畜牧兽医通讯,32
长春市水产品质量安全检测中心,1
第六届(2015)中国水禽发展大会论文汇编,16
新农业,11
安徽农业大学,11
饲料博览,17
山东农业大学,34
黑龙江动物繁殖,3
中国畜牧兽医,15
畜牧与兽医,39
吉林畜牧兽医,15
上海市松江区水产良种场;上海市松江区水产技术推广站;上海鱼跃水产专业合作社,2
河南科技大学,4
湖南临武舜华鸭业发展有限责任公司;仲恺农业工程学院,2
辽宁省淡水水产科学研究院,1
水产科学,2
福建农业学报,7
吉林省水产技术推广总站,2
中国农学通报,3
农业工程学报,3
中国动物保健,13
济宁学院学报,1
浙江卓旺农业科技有限公司;浙江省农业科学院,3
当代畜牧,37
中国畜牧兽医学会禽病学分会第十六次学术研讨会论文集,7
长江大学,2
重庆市铜梁县益农禽业发展有限公司,4
安全优质的家禽生产——第十五次全国家禽学术讨论会论文集,3
农家参谋,13
畜禽业,30
畜牧兽医科技信息,33
湖北畜牧兽医,11
江西畜牧兽医杂志,29
上海农业科技,11
安徽农学通报(上半月刊),3
江西省林业科学院,3
农村科学实验,16
广东畜牧兽医科技,15
福建省宁德市畜牧站;福建省古田县畜牧兽医站;福建省宁德市蕉城区畜牧兽医站;福建省古田县玉兴黑番鸭良种繁育场,2
安徽农业科学,7
第三届中国水禽发展大会会刊,2
河南农业科学,6
当代畜禽养殖业,28
中国家禽科学研究进展——第十四次全国家禽科学学术讨论会论文集,2
国外畜牧学(猪与禽),11
2009山东饲料科学技术交流大会论文集,2
河南畜牧兽医(综合版),14
科学种养,10
2008农业生物环境与能源工程国际论坛论文集,1
全国动物生理生化第十次学术交流会论文摘要汇编,1
饲料工业,16
河北农业大学,9
四川农业大学,15
福建省农业科学院畜牧兽医研究所,5
湖南农业大学学报(自然科学版),1
中南林业科技大学,5
粮食与饲料工业,5
湘潭市湘闽鸭业有限公司;湘潭市畜牧工作站;湘潭市家畜育种站,1
江苏省畜牧兽医职业技术学院;国家级水禽基因库;江苏丰达种鸭场,1
四川省简阳现代农业,2
北海市叶开养殖有限责任公司,2
延边大学,1
河北农业大学学报,3
中国畜牧兽医学会兽医病理学分会第十三次学术讨论会和中国病理生理学会动物病理生理专业委员会第十二次学术讨论会论文集,1
慈溪市畜牧兽医技术推广中心;慈溪市庵东镇万定野鸭驯养繁殖场,3
农药学学报,2
中国老区建设,2
中国农业科学院特产研究所,1
专业户,14
西安盛唐工贸有限责任公司,1
河南省潢川华英禽业总公司,2
黑龙江省畜牧研究所,1
山东家禽,7
四川格瑞现代农业发展股份有限公司,2
香河正大有限公司,1
广西畜牧兽医,8
现代营销,3
潍坊乐港禽品有限公司,2
草食家畜,1
农村经济与科技,9
佛山科学技术学院学报(自然科学版),4
中国农业文摘.畜牧,2
西昌农业高等专科学校学报,1
泉州师范学院学报,2
郑州牧业工程高等专科学校学报,3
武汉市武昌种鸭场,4
农家顾问,13
中国动物科学研究——中国动物学会第十四届会员代表大会及中国动物学会65周年年会论文集,1
黑龙江水产,2
北京水产,2
第三届全国饲料营养学术研讨会论文集,4
西南民族学院学报(自然科学版),4
农村实用工程技术,10
福建农业大学学报,10
天津农学院学报,2
辽宁畜牧兽医,16
国外畜牧科技,15
中国兽医科技,8
青海畜牧兽医杂志,3
兽医科技信息,4
福建农业,9
农村科技,6
河北农业科技,7
甘肃畜牧兽医,6
台湾农业情况,2
福建农学院学报,4
河北畜牧兽医,3
四川农业科技,16
福建师范学院学报(生物专号),1
佳木斯市家畜繁育指导站,7
中国兽医科学,3
畜牧兽医学报,7
山东农业科学,2
中药新药与临床药理,1
邹城市畜牧兽医工作站;邹城市兽医院;邹城市中心店镇畜牧兽医工作站;邹城市太平镇畜牧兽医工作站;邹城市城前镇畜牧兽医工作站,3
黑龙江省畜牧研究所三江实验站;佳木斯市家畜繁育指导站,2
泸州市畜牧站;泸州市饲料饲草站;叙永县畜牧局;古蔺县畜牧局,2
宁波市农业科学研究院,1
上海生物化学制药厂,2
基因组学与应用生物学,2
