中国畜牧兽医学会2018年学术年会禽病学分会第十九次学术研讨会论文集,1
黑龙江畜牧兽医,51
吉林畜牧兽医,29
乡村科技,21
水禽世界,93
药物与人,1
中国畜牧兽医文摘,23
养殖技术顾问,39
中国禽业导刊,21
农家致富,30
畜牧与饲料科学,10
农家顾问,5
河南畜牧兽医(综合版),9
农村百事通,26
技术与市场,7
江西师范大学,1
农村科学实验,11
农村实用科技信息,17
专业户,7
农家参谋,15
农村养殖技术,63
现代外国哲学社会科学文摘,1
世纪,1
饲料与畜牧信息,4
云南农业科技,2
山东家禽,6
扬州大学,23
上海畜牧兽医通讯,12
畜牧兽医科技,3
上海师范大学,1
现代畜牧科技,35
安徽农业大学,22
仲恺农业工程学院学报,9
兴趣阅读,1
中国畜牧兽医,8
新疆农业大学,3
中国生物制品学杂志,1
吉林农业大学,23
黑龙江八一农垦大学,22
山东农业大学,7
福建人,1
海南大学,6
宁波市郎德农牧有限公司;华南农业大学,2
湖北农业科学,3
河南农业科学,4
中国畜牧杂志,23
湖南农业科学,2
江苏农业科学,18
宁波市畜牧兽医局;浙江省农科院;象山县畜牧兽医总站,3
中国农学通报,2
南京农业大学,19
中国农业大学学报,1
四川农业大学,5
上饶师范学院学报,1
兽类学报,1
华南农业大学,5
大连圣亚旅游控股股份有限公司,2
贵州农业科学,1
江西畜牧兽医杂志,18
南京农业大学学报,5
畜牧与兽医,20
中国家禽,81
黑龙江八一农垦大学学报,6
西北师范大学,1
第六届(2015)中国水禽发展大会论文汇编,4
仲恺农业工程学院,1
中国畜牧兽医学会家禽学分会第九次代表会议暨第十六次全国家禽学术讨论会论文集,3
广东畜牧兽医科技,9
中国畜牧兽医学会兽医产科学分会第五届全体会议第十次学术研讨会论文集,7
汕头市白沙禽畜原种研究所,3
新农村,10
养禽与禽病防治,63
广东农业科学,8
家禽,10
国外畜牧学(饲料),4
中国草食动物,16
农村科技,10
安徽农学通报,2
家禽研究最新进展——第十一次全国家禽学术讨论会论文集,3
湛江水产学院学报,2
吉林农业大学学报,3
当代畜禽养殖业,28
畜牧兽医科技信息,39
中国畜禽种业,27
大自然,1
检验医学与临床,1
中华全科医学,1
实用肝脏病杂志,1
现代妇产科进展,1
重庆医科大学,7
重庆医学,1
中国妇幼保健,1
智慧健康,1
山西医药杂志,1
南方医科大学,1
大连医科大学,1
中国性科学,2
中国现代医生,1
临床合理用药杂志,1
第三军医大学,2
实用预防医学,2
中国中西医结合杂志,1
武警医学院学报,1
中外医疗,1
重庆医科大学附属第二医院,1
浙江大学,3
淮海医药,1
中华肝脏病杂志,1
昆明医学院第一附属医院;浙江大学医学院附属妇产科医院,1
中国新药与临床杂志,1
中国医师杂志,1
四川大学,2
中国实用乡村医生杂志,1
基层医学论坛,1
中华围产医学杂志,1
沈阳部队医药,1
上海预防医学杂志,1
国外医学.皮肤病学分册,1
中级医刊,1
饲料工业,6
家禽科学,11
科学种养,16
浙江畜牧兽医,8
动物营养学报,15
粮食与饲料工业,6
畜禽业,12
农民致富之友,20
畜牧兽医学报,4
四川动物,1
四川畜牧兽医,18
野生动物学报,2
云南畜牧兽医,4
四川农业大学;扬州大学;四川省畜牧总站;西昌华农禽业有限公司;江苏立华牧业股份有限公司,1
西南大学,6
黑龙江省畜牧研究所,8
安徽农业科学,11
河南牧业经济学院,6
现代畜牧兽医,6
江西饲料,13
江苏省农业科学院;江苏省农业科学院;仲恺农业工程学院;江苏省畜牧总站;扬州大学;南京农业大学;常州市四季禽业有限公司;佛山芦苞镇任氏孵化机厂;扬州双扬生物科技有限公司;常州阳湖鹅业专业合作社,1
潮州市农业科技发展中心;潮州市潮安区凤塘伟斌养殖场,1
农村新技术,10
新农业,15
农技服务,8
中国科学院东北地理与农业生态研究所;农安县康发牧业有限公司,2
湖南青山绿水特种养殖有限公司;湘潭市畜牧兽医水产局,1
佛山科学技术学院学报(自然科学版),4
家畜生态学报,8
农家之友,15
山东畜牧兽医,9
天津市静海县宜好林地养殖有限公司;天津市畜牧兽医研究所;天津市静海县畜牧水产业发展服务中心,4
河南农业大学,7
中国饲料,4
中国动物保健,10
沈阳农业大学学报,2
赤峰市巴林左旗福山畜禽有限责任公司;内蒙古农业大学,4
农业知识,17
四川农业大学;四川省畜牧总站;江苏省家禽科学研究所;德阳景程禽业有限责任公司;江苏腾达源农牧有限公司,3
河南科技大学,1
青岛农业大学,1
吉林农业大学;梅河口市德坤鹅业食品有限公司,2
广西壮族自治区畜牧总站;钦州市畜牧站,3
草业科学,4
江汉大学;华中农业大学;武汉瑞国鹅业科技有限公司,1
重庆市畜牧科学院;重庆清水湾良种鹅业有限公司,1
江汉大学学报(自然科学版),2
福建农业,7
畜牧市场,6
中国畜牧兽医学会动物繁殖学分会第十五届学术研讨会论文集（下册）,3
现代农业科技,2
黑龙江动物繁殖,8
海南省农业科学研究院畜牧兽医研究所,2
江西省林业科学院,3
绍兴市福民鹅业育种有限公司,1
吉林农业科技学院,2
中国家禽科学研究进展——第十四次全国家禽科学学术讨论会论文集,3
石河子大学学报(自然科学版),1
当代畜牧,14
浙江省农业科学院,1
铜仁职业技术学院学报,2
广西农学报,1
扬州大学;扬州市农业局,1
北方牧业,9
华中农业大学学报,3
江西省农业科学院畜牧兽医研究所;兴国灰鹅原种场,2
浙江省农业科学院畜牧兽医研究所;浙江省象山县浙东白鹅研究所;平湖市华实农林科技有限公司;平湖市凯宇集团;河南省周口市绿源畜禽良种有限公司,2
华中农业大学,8
中南林业科技大学,4
中国家禽业——机遇与挑战——第十三次全国家禽学术讨论会论文集,2
中国粮油学报,2
四川省畜禽繁育改良总站;四川农业大学;双流县农村发展局;南溪县畜牧兽医局;广汉市畜牧食品局,1
中国科技信息,2
江西农业学报,1
通辽市科尔沁鹅业公司;通辽市畜牧兽医科学研究所;通辽市动物防疫监督检验所;通辽市科尔沁区兽医工作站,2
湖北省遗传学会、江西省遗传学会2006年学术年会暨学术讨论会论文摘要集,1
河北鸿雁鹅业有限公司,2
合肥富安生物科技有限公司;安徽农业大学动物科技学院,3
上海市农业科学院,3
南京市畜牧家禽科学研究所,3
农民科技培训,6
中国老区建设,1
湖北畜牧兽医,6
天业皖西白鹅有限公司,2
宁波南方野生动物养殖有限公司,3
莱阳农学院,1
养殖与饲料,15
吉林农业,4
中国农村科技,3
沛县家畜改良站,1
重庆市涪陵区种畜禽场,2
安徽农业,3
内蒙古通辽市科左中旗科技局,2
江西省畜牧技术推广站,1
致富天地,8
象山县畜牧兽医技术推广中心,1
安徽农业技术师范学院学报,2
广西畜牧兽医,3
四川农业大学;四川省畜禽繁育改良中心;隆昌县畜牧食品局;南溪县畜牧食品局;名山县畜牧食品局;郫县畜牧食品局,2
科技致富向导,14
国外畜牧学(猪与禽),4
家畜生态,4
福建畜牧兽医,4
适用技术之窗,3
禽业科技,7
国外畜牧科技,5
兽药饲料添加剂,2
北京农业,6
辽宁畜牧兽医,4
河北农业科技,4
甘肃畜牧兽医,3
饲料研究,9
四川农业科技,11
饲料博览,10
农业科技通讯,10
热带作物译丛,1
江西老区建设,2
林产化学与工业,2
山东养禽,4
动物学杂志,3
广东省农业科学院动物卫生研究所;广东永顺生物制药股份有限公司;广东鸿基羽绒制品有限公司,1
广东省农业科学院动物卫生研究所;,2
河南农业,3
天津市畜牧兽医研究所;天津宏娇畜禽养殖有限公司,1
东北农业大学,4
今日畜牧兽医,2
中国畜牧兽医学会动物传染病学分会第九次全国会员代表大会暨第十七次全国学术研讨会论文集,3
农业工程学报,1
中国农业科学院,2
中国畜牧兽医学会动物繁殖学分会第十八届学术研讨会暨中日韩第四届动物繁殖学术交流会论文集,1
中国兽医杂志,5
农村.农业.农民(B版),4
吉林农业大学;梅河口市德坤禽类食品有限公司;蛟河市万泷牧业有限公司,2
江西农业大学学报,2
福建农业科技,2
扬州大学学报(农业与生命科学版),2
武汉新华扬生物股份有限公司,1
第五届（2013）中国水禽发展大会会刊,4
贵州畜牧兽医,2
辽宁省动物疫病预防控制中心;沈阳科丰牧业科技有限公司,1
山东众成饲料科技有限公司,2
江苏农业学报,2
民间传奇故事(A卷),1
2009中国肉鸭产业发展高层论坛论文集,1
华南农业大学学报,1
江山联众蜂业技术服务中心;江山市天旺禽业有限公司;江山大丰收农业发展有限公司,1
上海农业科技,1
中国畜牧兽医学会禽病学分会第十四次学术研讨会论文集,2
河北农业科学,2
吉林农业大学;白城市农业科学院;辽源银浪鹅业有限公司;农安县钰兴鹅业有限公司,2
中国畜牧兽医学会兽医病理学分会第十五次、中国病理生理学会动物病生专业委员会第十四次学术讨论会论文集,1
福建省农业科学院畜牧兽医研究所;福建省农业科学院电镜室;福建省兽医生物制品厂,2
致富之友,3
北京服装学院,1
贵阳狮佳绿色产业有限公司,2
固原元和草业有限责任公司,1
杭州农业科技,1
河南科技,3
农村科技开发,7
潜江市饲料添加剂厂,1
吉林省兽医科学研究所,4
中国土特产,2
内江科技,2
湖南农业,6
中国畜禽传染病,6
中国兽医科技,1
肉品卫生,1
内蒙古兽医,2
农家科技,4
草与畜杂志,2
上海实验动物科学,1
农业科学实验,1
兽医科技杂志,1
江苏农学院学报,2
中国畜牧学杂志,2
中兽医学杂志,1
安徽师范大学,3
四川农业大学学报,2
广东饲料,3
浙江省农业科学院;新疆农业大学;浙江农林大学;浙江卓旺农业科技有限公司;长兴县荣耀鹅业有限公司;宁波市朗德农牧有限公司,1
中国畜牧业,5
扬州大学;上海市农业科学院;江苏农牧科技职业学院;扬州天歌鹅业发展有限公司,1
西北农林科技大学,1
沈阳农业大学,1
中国农业科学,1
浙江农林大学,2
甘肃农业大学,1
中国畜牧兽医学会2014年学术年会论文集,2
河南中盛动物药业有限公司,1
兽医导刊,2
湖南天鹅湖生态农业科技股份有限公司,2
世界华人消化杂志,1
